"book_title","paper_id","dc_type","authors","year","source","keyword"
"Smart Proxy: An Innovative Reservoir Management Tool; Case Study of a Giant Mature Oilfield in the UAE","SPE-177829-MS","conference-paper","Mohaghegh, S. D., Intelligent Solutions, Inc. & West Virginia University | Abdulla, F., ADCO | Abdou, M., ADCO | Gaskari, R., Intelligent Solutions, Inc. | Maysami, M., Intelligent Solutions, Inc.",2015,"SPE","'machine+learning'"
"Linearized Seismic AVO Inversion: A Variational Bayesian Learning Method","IPTC-10263-ABSTRACT","conference-paper","Soltani, R., Laval U.",2005,"IPTC","'machine+learning'"
"Integrated Real-Time Operation Centre: A Complete Solution towards Effective & Efficient Drilling Operation","OTC-28598-MS","conference-paper","Iskandar, Farah Farhana, EFTECH Drilling Solutions Sdn. Bhd | Abiddin, Mohamad Sukor Zainal, EFTECH Drilling Solutions Sdn. Bhd | Nazzeri, Norbaiti, EFTECH Drilling Solutions Sdn. Bhd | Aziz, Amir Abd, EFTECH Drilling Solutions Sdn. Bhd | Atemin, Azizul, PETRONAS",2018,"OTC","'machine+learning'"
"Capacity Assessment of CO2 Storage and Enhanced Oil Recovery in Residual Oil Zones","SPE-191604-MS","conference-paper","Chen, Bailian, Los Alamos National Laboratory | Pawar, Rajesh, Los Alamos National Laboratory",2018,"SPE","'machine+learning'"
"An Efficient EOR Screening Approach with Statistical Pattern Recognition: Impact of Rock/Fluid Feature Selection and Extraction","OTC-27272-MS","conference-paper","Afra, Sardar, Texas A&M University | Tarrahi, Mohammadali, Shell Global Solutions, Inc.",2016,"OTC","'machine+learning'"
"Enhanced Kick Detection with Low-Cost Rig Sensors Through Automated Pattern Recognition and Real-Time Sensor Calibration","SPE-176790-MS","conference-paper","Pournazari, Parham, The University of Texas at Austin | Ashok, Pradeepkumar, The University of Texas at Austin | van Oort, Eric, The University of Texas at Austin | Unrau, Sean, Pason Systems Corp. | Lai, Stephen, Pason Systems Corp.",2015,"SPE","'machine+learning'"
"Enhancing Well-Work Efficiency With Data Mining and Predictive Analytics","SPE-1015-0085-JPT","journal-paper","Wilson, Adam, JPT Special Publications Editor",2015,"SPE","'machine+learning'"
"Status of Data-Driven Methods and their Applications in Oil and Gas Industry","SPE-190812-MS","conference-paper","Balaji, Karthik, University of North Dakota | Rabiei, Minou, University of North Dakota | Suicmez, Vural, QRI Analytics | Canbaz, Celal Hakan, Schlumberger | Agharzeyva, Zinyat, Texas A & M University | Tek, Suleyman, University of the Incarnate Word | Bulut, Ummugul, Texas A&M University-San Antonio | Temizel, Cenk, Aera Energy LLC",2018,"SPE","'machine+learning'"
"Automatic velocity picking with convolutional neural networks","SEG-2018-2987088","conference-paper","Ma, Yue, Aramco Research Center – Beijing, Aramco Asia | Ji, Xu, EXPEC Advanced Research Center, Saudi Aramco | Fei, Tong W., EXPEC Advanced Research Center, Saudi Aramco | Luo, Yi, EXPEC Advanced Research Center, Saudi Aramco",2018,"SEG","'machine+learning'"
"Artificial Intelligence for Shipboard Asset Failure Prediction","SNAME-SMC-2018-056","conference-paper","Mitchell, Walter, SparkCognition, Inc. | Rosner, Marla, SparkCognition, Inc.",2018,"SNAME","'machine+learning'"
"Anomaly Detection and Prognostics For Unmanned Systems Using Non-Invasive Sensors","SNAME-SMC-2018-040","conference-paper","A'Hearn, Kevin, Metron Inc. | Angle, Blaire, Metron Inc. | Radke, Aaron J., Metron Inc. | Wagner, Aaron, Metron Inc. | Williamson, Sheri, Metron Inc.",2018,"SNAME","'machine+learning'"
"Automatic event detection and location using feature weighted beamforming","SEG-2018-2995493","conference-paper","Reynen, Andrew, Nanometrics | Chambers, Kit, Nanometrics | Baturan, Dario, Nanometrics",2018,"SEG","'machine+learning'"
"Video:                  A Model Segmentation from Spectral Clustering: New Zonation algorithm and Application to Reservoir History Matching","SPE-170757-PT","presentation","Kang, Suksang, Texas A&M University",2014,"SPE","'machine+learning'"
"A Rule Induction Algorithm for Application to Petrophysical, Seismic, Geological and Reservoir Data","SPE-68818-MS","conference-paper","Deutsch, Clayton V., University of Alberta | Xie, YuLong, University of Alberta | Cullick, A. Stan, Landmark Graphics",2001,"SPE","'machine+learning'"
"OTC at 50: Offshore Sector More Optimistic as Oil Prices Continue To Rise","SPE-0718-0038-JPT","journal-paper","Rassenfoss, Stephen, JPT Emerging Technology Senior Editor | Whitfield, Stephen, JPT Senior Staff Writer | Zborowski, Matt, JPT Technology Writer | Jacobs, Trent, JPT Digital Editor | Donnelly, John, JPT Editor",2018,"SPE","'machine+learning'"
"Google Offers Insight Into Industry Data Possibilities","SPE-0918-0065-JPT","journal-paper","Jacobs, Trent, JPT Digital Editor",2018,"SPE","'machine+learning'"
"Measuring Drilling Standardization Using Approximate String Matching","SPE-170820-MS","conference-paper","Montgomery, Justin B., Massachusetts Institute of Technology | O'Sullivan, Francis M., Massachusetts Institute of Technology",2014,"SPE","'machine+learning'"
"Guest Editorial: Cognitive Computing: Augmenting Human Intelligence To Improve Oil and Gas Outcomes","SPE-0418-0014-JPT","journal-paper","Kimbleton, Scott, IBM | Matson, John, IBM",2018,"SPE","'machine+learning'"
"Uncertainty Reduction In Reservoir Modeling By Joint Inversion of Seismic & Geo-Statistics","SEG-2008-0829","conference-paper","Casey, Matthew S., Colorado School of Mines",2008,"SEG","'machine+learning'"
"Controlling Oil Production in Smart Wells by MPC Strategy With Reinforcement Learning","SPE-139299-MS","conference-paper","Talavera, Alvaro Gustavo, | Tupac, Yvan Jesus, San Pablo Catholic University | Vellasco, Marley Maria Bernardes Rebuzzi, Pontificia U Catolica",2010,"SPE","'machine+learning'"
"Predicting Failures from Oilfield Sensor Data using Time Series Shapelets","SPE-170680-MS","conference-paper","Patri, Om Prasad, University of Southern California | Panangadan, Anand V, University of Southern California | Chelmis, Charalampos, University of Southern California | McKee, Randall G, Chevron U.S.A. Inc. | Prasanna, Viktor, University of Southern California",2014,"SPE","'machine+learning'"
"Well Construction Automation - Preparing for the Big Jump","SPE-163146-MS","general","de Wardt, John, | Chapman, Clinton D., | Behounek, Michael,",2012,"SPE","'machine+learning'"
"Shell, Bluware Team Up on Seismic With Video Game Tech","SPE-1018-0042-JPT","journal-paper","Jacobs, Trent, JPT Digital Editor",2018,"SPE","'machine+learning'"
"Drilling Parameter Selection for Well Quality Enhancement in Deepwater Environments","SPE-77358-MS","conference-paper","Kravis, S., CSIRO CMIS | Irrgang, R., CSIRO CMIS | Phatak, A., CSIRO CMIS | Martins, A., Petrobras S.A. | Nakagawa, E., CSIRO Petroleum",2002,"SPE","'machine+learning'"
"Artificial Intelligence Comes of Age in Oil and Gas","SPE-0113-0050-JPT","journal-paper","Braswell, Gentry, JPT Online Technology Editor",2013,"SPE","'machine+learning'"
"History Matching With Learned Sparse Dictionaries","SPE-133654-MS","conference-paper","Mohammadkhaninezhad, Mohammadreza, Texas A&M University | Jafarpour, Behnam, Texas A&M U. | Li, Lianlin, Texas A&M University",2010,"SPE","'machine+learning'"
"Evaluating the Relationship Between Well Parameters and Production Using Multivariate Statistical Models: A Middle Bakken and Three Forks Case History","SPE-179171-MS","conference-paper","Lolon, E., Liberty Oilfield Services | Hamidieh, K., Rice University | Weijers, L., Liberty Oilfield Services | Mayerhofer, M., Liberty Oilfield Services | Melcher, H., Liberty Oilfield Services | Oduba, O., Liberty Oilfield Services",2016,"SPE","'machine+learning'"
"LMRP Disconnect in Deepwater, Harsh Environment Conditions","SPE-189674-MS","conference-paper","Dupal, K., Shell International Exploration and Production Inc. | Curtiss, J. P., Shell International Exploration and Production Inc. | van Noort, R. H., Shell International Exploration and Production Inc. | Mack, C., Shell International Exploration and Production Inc. | Greer, S., Stena Drilling",2018,"SPE","'machine+learning'"
"Data-Analytics Method Helps Engineers Optimize Well Placement Under Uncertainty","SPE-1018-0050-JPT","journal-paper","Wilson, Adam, JPT Special Publications Editor",2018,"SPE","'machine+learning'"
"Comments: Offshore Emerging Upbeat","SPE-0618-0012-JPT","journal-paper","Donnelly, John, JPT Editor",2018,"SPE","'machine+learning'"
"Technology Focus: Gas Production Technology (November 2018)","SPE-1118-0086-JPT","journal-paper","Wilson, Scott J., Ryder Scott",2018,"SPE","'machine+learning'"
"Wind-speed Prediction Based on Grey Fuzzy Mean Generating Function Model","ISOPE-I-16-079","conference-paper","Zhou, Chunhui, School of Navigation, Wuhan University of Technology; Hubei Key Laboratory of Inland Shipping Technology | Cai, Yongqing, School of Navigation, Wuhan University of Technology; Hubei Key Laboratory of Inland Shipping Technology | Wen, Yuanqiao, School of Navigation, Wuhan University of Technology; Hubei Key Laboratory of Inland Shipping Technology",2016,"ISOPE","'machine+learning'"
"Data-Driven Reservoir Management of a Giant Mature Oilfield in the Middle East","SPE-170660-MS","conference-paper","Mohaghegh, Shahab D., West Virginia University | Al-Mehairi, Y., ADCO | Gaskari, Razi, Intelligent Solutions Inc | Maysami, Mohammad, Intelligent Solutions, Inc. | Khazaeni, Yasaman, Boston University",2014,"SPE","'machine+learning'"
"Interpreting Pressure and Flow Rate Data from Permanent Downhole Gauges Using Convolution-Kernel-Based Data Mining Approaches","SPE-165346-MS","conference-paper","Horne, Roland N., Stanford University | Liu, Yang, Stanford University",2013,"SPE","'machine+learning'"
"Technology Focus: Production Monitoring/Surveillance (March 2018)","SPE-0318-0066-JPT","journal-paper","Mittal, Rohit, Reservoir Engineer",2018,"SPE","'machine+learning'"
"Functional Approach to Data Mining, Forecasting, and Uncertainty Quantification","SPE-1016-0067-JPT","journal-paper","Wilson, Adam, JPT Special Publications Editor",2016,"SPE","'machine+learning'"
"AI Firm Ambyint’s New Bakken Deal With Equinor Moves the Industry Another Step Closer to the Edge","SPE-1018-0030-JPT","journal-paper","Jacobs, Trent, JPT Digital Editor",2018,"SPE","'machine+learning'"
"Technology Focus: Data Management and Communication (October 2014)","SPE-1014-0178-JPT","journal-paper","Saputelli, Luigi, Frontender Corporation",2014,"SPE","'machine+learning'"
"A Model Segmentation from Spectral Clustering: New Zonation algorithm and Application to Reservoir History Matching","SPE-170757-MS","conference-paper","Kang, Suksang, Texas A&M University",2014,"SPE","'machine+learning'"
"Recovering Linkage Between Seismic Images and Velocity Models","SPE-153272-MS","conference-paper","Zhao, Jing, USC | Chelmis, Charalampos, USC | Sorathia, Vikrambhai S., University of Southern California | Prasanna, Viktor, University of Southern California | Goel, Abhay, University of Southern California",2012,"SPE","'machine+learning'"
"Video:                  Data-Driven Reservoir Management of a Giant Mature Oilfield in the Middle East","SPE-170660-PT","presentation","Mohaghegh, Shahab D., West Virginia University | Al-Mehairi, Y., ADCO | Gaskari, Razi, Intelligent Solutions Inc | Maysami, Mohammad, Intelligent Solutions, Inc. | Khazaeni, Yasaman, Boston University",2014,"SPE","'machine+learning'"
"Data Preconditioning for Predictive and Interpretative Algorithms: Importance in Data-Driven Analytics and Methods for Application","SPWLA-2018-v59n6a11","journal-paper","Frost, Elton Jr., Baker Hughes a GE Company | Quinn, Terrence, QuantPetro, LLC",2018,"SPWLA","'machine+learning'"
"Knowledge Discovery From Case Histories Of Corrosion Problems","NACE-97319","conference-paper","Roberge, P.R., Royal Military College | Tullmin, M.A.A., Royal Military College | Trethewey, K.R., University of Southampton",1997,"NACE","'machine+learning'"
"A System for Real-Time Drilling Performance Optimization and Automation Based on Statistical Learning Methods","SPE-176804-MS","conference-paper","Wallace, Scott P., The University of Texas at Austin | Hegde, Chiranth M., The University of Texas at Austin | Gray, K. E., The University of Texas at Austin",2015,"SPE","'machine+learning'"
"Experimental Design or Monte Carlo Simulation? Strategies for Building Robust Surrogate Models","SPE-174905-MS","conference-paper","Schuetter, Jared, Battelle Memorial Institute | Mishra, Srikanta, Battelle Memorial Institute",2015,"SPE","'machine+learning'"
"Technology Focus: Artificial Lift (July 2018)","SPE-0718-0055-JPT","journal-paper","Stephenson, Greg, Occidental Petroleum",2018,"SPE","'machine+learning'"
"Support Vector Machines Framework for Predicting the PVT Properties of Crude Oil Systems","SPE-105698-MS","conference-paper","El-Sebakhy, Emad Ahmed, King Fahd University of Petroleum & Minerals | Sheltami, Tarek, | Al-Bokhitan, Said Y., SABIC | Shaaban, Yasser, | Raharja, Putu D., KFUPM | Khaeruzzaman, Yaman, KFUPM",2007,"SPE","'machine+learning'"
"Bishop's Simplified Method And Particle Swarm Optimization Forlocation The Critical Failure Surface In Rock Slope Stability analysis","ISRM-ARMS5-2008-069","conference-paper","Javadzadeh, E., Department of Civil Engineering, Faculty of Engineering | Javadzadeh, R., Department of Computer and Mechatronics, Science and Research",2008,"ISRM","'machine+learning'"
"CiSoft and Smart Oilfield Technologies","SPE-181068-MS","conference-paper","Ershaghi, Iraj, University of Southern California | Paul, Donald, University of Southern California | Hauser, Mike, Consultants | Crompton, Jim, Consultants | Sankur, Vega, Consultants",2016,"SPE","'machine+learning'"
"Energy, Environment, and Social Development: SPE’s New Strategic Plan - Emphasizing Pride in What We Do","SPE-1118-0010-JPT","journal-paper","Alnuaim, Sami, 2019 SPE President",2018,"SPE","'machine+learning'"
"Artificial Neural Networks Applied to the Operation of VGO Hydrotreaters","SPE-69500-MS","conference-paper","Lopez, R., PDVSA Intevep | Perez, J.R., PDVSA Intevep | Dassori, C.G., PDVSA Intevep | Ranson, A., PDVSA Intevep",2001,"SPE","'machine+learning'"
"Enabling the Best by Preparing for the Worst: Lessons from Disaster Response for Industrial IoT in Oil and Gas","SPE-192614-MS","conference-paper","Ventulett, Thomas P., Aegex Technologies, LLC | Villegas, Leigh M., Aegex Technologies, LLC",2018,"SPE","'machine+learning'"
"Technology Focus: Petroleum Data Analytics","SPE-1016-0066-JPT","journal-paper","Saputelli, Luigi, ADNOC and Frontender Corporation",2016,"SPE","'machine+learning'"
"Integrating Technology and Organizational Alignment for a Portfolio Implementation","SPE-1217-0052-JPT","journal-paper","Carpenter, Chris, JPT Technology Editor",2017,"SPE","'machine+learning'"
"Need for Speed: Data Analytics Coupled to Reservoir Characterization Fast Tracks Well Completion Optimization","SPE-189790-MS","conference-paper","Pankaj, Piyush, Schlumberger | Geetan, Steve, EP Energy Corporation | MacDonald, Richard, EP Energy Corporation | Shukla, Priyavrat, Schlumberger | Sharma, Abhishek, Schlumberger | Menasria, Samir, Schlumberger | Judd, Tobias, Schlumberger",2018,"SPE","'machine+learning'"
"Abductive Networks: A New Modeling Tool for the Oil and Gas Industry","SPE-77882-MS","conference-paper","Abdel-Aal, R.E., King Fahd University of Petroleum & Minerals",2002,"SPE","'machine+learning'"
"Deep Learning for Steam Job Candidate Selection","SPE-187339-MS","conference-paper","Cheung, Chung Ming, University of Southern California | Goyal, Palash, University of Southern California | Tehrani, Arash Saber, University of Southern California | Prasanna, Viktor K., University of Southern California",2017,"SPE","'machine+learning'"
"Deep-learning seismic facies on state-of-the-art CNN architectures","SEG-2018-2996783","conference-paper","Dramsch, Jesper S., Technical University of Denmark | Lüthje, Mikael, Technical University of Denmark",2018,"SEG","'machine+learning'"
"Integration of petrophysical data analysis and optimization for use in artificial intelligence neural networks","SEG-2018-2997932","conference-paper","Krug, Russell, Fort Hays State University | Ali, Hendratta, Fort Hays State University",2018,"SEG","'machine+learning'"
"Instantaneous phase-based statistical method for detecting seismic events with application to Groningen gas field data","SEG-2018-2997084","conference-paper","Poliannikov, Oleg V., Earth Resources Laboratory, Department of Earth, Atmospheric, and Planetary Sciences, MIT | Fehler, Michael C., Earth Resources Laboratory, Department of Earth, Atmospheric, and Planetary Sciences, MIT",2018,"SEG","'machine+learning'"
"Feature-capturing full waveform inversion using a convolutional neural network","SEG-2018-2963265","conference-paper","Wu, Yulang, The University of Texas at Dallas | McMechan, George A., The University of Texas at Dallas",2018,"SEG","'machine+learning'"
"Advanced Big Data Analytics Improves HSE Management","SPE-180032-MS","conference-paper","Tarrahi, Mohammadali, Shell | Shadravan, Arash, ReservoirFocus LLC",2016,"SPE","'machine+learning'"
"Data, Digital Energy Take Center Stage at Annual Conference","SPE-1118-0055-JPT","journal-paper","Zborowski, Matt, JPT Technology Writer | Whitfield, Stephen, JPT Senior Staff Writer | Rassenfoss, Stephen, JPT Emerging Technology Senior Editor | Carpenter, Chris, JPT Technology Editor | Jacobs, Trent, JPT Digital Editor",2018,"SPE","'machine+learning'"
"Holistic Workflow for Autonomous History Matching using Intelligent Agents: A Conceptual Approach","SPE-143842-MS","conference-paper","Zangl, Georg, Technical Consultant | Al-kinani, Andreas, myr:conn solutions | Stundner, Michael, myr:conn solutions",2011,"SPE","'machine+learning'"
"E&P Notes (June 2018)","SPE-0618-0021-JPT","journal-paper","Zborowski, Matt, JPT Technology Writer | Rassenfoss, Stephen, JPT Emerging Technology Senior Editor",2018,"SPE","'machine+learning'"
"E&P Notes (April 2017)","SPE-0417-0023-JPT","journal-paper","Whitfield, Stephen, JPT Senior Staff Writer | Jacobs, Trent, JPT Digital Editor",2017,"SPE","'machine+learning'"
"E&P Notes (January 2017)","SPE-0117-0022-JPT","journal-paper","Parshall, Joel, JPT Features Editor | Jacobs, Trent, JPT Senior Technology Writer | Rassenfoss, Stephen, JPT Emerging Technology Senior Editor | Carpenter, Chris, JPT Technology Editor | Donnelly, John, JPT Editor",2017,"SPE","'machine+learning'"
"A generative adversarial network For seismic imaging applications","SEG-2018-2995439","conference-paper","Picetti, Francesco, Politecnico di Milano, Italy | Lipari, Vincenzo, Politecnico di Milano, Italy | Bestagini, Paolo, Politecnico di Milano, Italy | Tubaro, Stefano, Politecnico di Milano, Italy",2018,"SEG","'machine+learning'"
"Sequence Mining and Pattern Analysis in Drilling Reports with Deep Natural Language Processing","SPE-191505-MS","conference-paper","Hoffimann, Julio, Stanford University | Mao, Youli, Halliburton | Wesley, Avinash, Halliburton | Taylor, Aimee, Halliburton",2018,"SPE","'machine+learning'"
"Video:                  Harnessing Data Effectively to Develop a Low-Manned Platform in a Remote, North Sea Operating Environment","OTC-29046-PT","presentation","Knutsen, Edmund, Siemens | Ileby, Morten, Aker BP",2018,"OTC","'machine+learning'"
"ROP Optimization Using Artificial Intelligence Techniques with Statistical Regression Coupling","SPE-181382-MS","conference-paper","Mantha, B., University of Houston | Samuel, R., Halliburton",2016,"SPE","'machine+learning'"
"Automatic salt-body classification using a deep convolutional neural network","SEG-2018-2997304","conference-paper","Shi, Yunzhi, The University of Texas at Austin | Wu, Xinming, The University of Texas at Austin | Fomel, Sergey, The University of Texas at Austin",2018,"SEG","'machine+learning'"
"Harnessing Data Effectively to Develop a Low-Manned Platform in a Remote, North Sea Operating Environment","OTC-29046-MS","conference-paper","Knutsen, Edmund, Siemens | Ileby, Morten, Aker BP",2018,"OTC","'machine+learning'"
"Detection of the near surface velocity reveal with the convolutional neural network","SEG-2018-2997969","conference-paper","Liu, Zhiyang, University of Science and Technology of China (USTC) | Zhang, Jie, University of Science and Technology of China (USTC) | Liu, Sen, University of Science and Technology of China (USTC) | Chen, Zhibo, University of Science and Technology of China (USTC) | Li, Weiping, University of Science and Technology of China (USTC)",2018,"SEG","'machine+learning'"
"The Industrial IoT in Oil & Gas: Use Cases","SPE-191756-MS","conference-paper","Flichy, Philippe, Energy Embassy | Baudoin, Claude, cébé IT & Knowledge Management",2018,"SPE","'machine+learning'"
"Statistical Decline Curve Analysis for Automated Forecasting of Production from Coalbed Methane Wells","SPE-191985-MS","conference-paper","Kuznetsov, Dan, Arrow Energy | Fernandes, Glen, Arrow Energy | Daly, Michael, Arrow Energy | Ma, Kai, Arrow Energy",2018,"SPE","'machine+learning'"
"Turning Data into Knowledge: Data-Driven Surveillance and Optimization in Mature Fields","SPE-181881-MS","conference-paper","Temizel, Cenk, Aera Energy | Aktas, Sinem, Turkish Petroleum | Kirmaci, Harnn, Turkish Petroleum | Susuz, Onur, Turkish Petroleum | Zhu, Ying, University of Southern California | Balaji, Karthik, University of Southern California | Ranjith, Rahul, University of Southern California | Tahir, Sofiane, ADNOC",2016,"SPE","'machine+learning'"
"Building Cloud Services for Monitoring Offshore Equipment and Operators","OTC-28792-MS","conference-paper","Tang, S., Scivita Inc. | Wang, R., Scivita Inc. | Zhao, X., Scivita Inc. | Nie, X., Scivita Inc.",2018,"OTC","'machine+learning'"
"Petrophysically guided geophysical inversion using a dynamic Gaussian mixture model prior","SEG-2018-2995155","conference-paper","Astic, Thibaut, Geophysical Inversion Facility, University of British Columbia | Oldenburg, Douglas W., Geophysical Inversion Facility, University of British Columbia",2018,"SEG","'machine+learning'"
"Effect of Fracturing Chemicals on Well Productivity: Avoiding Pitfalls in Big Data Analysis","SPE-189551-MS","conference-paper","Khvostichenko, Daria, Schlumberger | Makarychev-Mikhailov, Sergey, Schlumberger",2018,"SPE","'machine+learning'"
"Video:                  Building Cloud Services for Monitoring Offshore Equipment and Operators","OTC-28792-PT","presentation","Tang, S., Scivita Inc. | Wang, R., Scivita Inc. | Zhao, X., Scivita Inc. | Nie, X., Scivita Inc.",2018,"OTC","'machine+learning'"
"Classifying geological structure elements from seismic images using deep learning","SEG-2018-2998036","conference-paper","Li, Weichang, Aramco Services Company, Aramco Research Center-Houston",2018,"SEG","'machine+learning'"
"Porosity prediction and application with multiwell-logging curves based on deep neural network","SEG-2018-2997945","conference-paper","An, Peng, Danping Cao, School of Geosciences, China University of Petroleum (East China) | Yang, Xiaoli, PetroChina Jidong Oilfield Company | Zhang, Ming, PetroChina Jidong Oilfield Company",2018,"SEG","'machine+learning'"
"Visual explanations from convolutional neural networks for fault detection","SEG-2018-2997882","conference-paper","Liu, Zhining, Chongqing University of Technology | Song, Chengyun, Chongqing University of Technology | She, Bin, University of Electronic Science and Technology of China | Li, Kunhong, University of Electronic Science and Technology of China | Yao, Xingmiao, University of Electronic Science and Technology of China | Hu, Guangmin, University of Electronic Science and Technology of China",2018,"SEG","'machine+learning'"
"Well Construction Process Modeling and Simulation","OTC-28816-MS","conference-paper","Baker, Jason, Transocean | Ferraioli, Patrick, Transocean",2018,"OTC","'machine+learning'"
"Generative adversarial network based fast noise removal on land seismic data","SEG-2018-2995310","conference-paper","Xie, Peigen, Total | Boelle, Jean-Luc, Total | Puntous, Henri, Total",2018,"SEG","'machine+learning'"
"Leveraging Field Intelligence Through Operational Certainty: How Automated Operating Practices Deliver Industry Leading Results","OTC-28767-MS","conference-paper","Jimenez, Jose A., Emerson Automation Solutions | Zornio, Peter, Emerson",2018,"OTC","'machine+learning'"
"Robust Derivative Estimation for Decline Analysis from Noisy Production Data","SPE-181079-MS","conference-paper","Subrahmanya, Niranjan, ExxonMobil Research and Engineering Company | de Waele, Stijn, ExxonMobil Research and Engineering Company | Liu, Wei, ExxonMobil Research and Engineering Company | Tewari, Ashutosh, ExxonMobil Research and Engineering Company | El-Bakry, Amr, ExxonMobil Upstream Research Company | Pais, Darren, ExxonMobil Upstream Research Company",2016,"SPE","'machine+learning'"
"A Neural Network Approach for Modeling Water Distribution System","SPE-185678-MS","conference-paper","Popa, Andrei S., Chevron Corporations | O'Toole, Conor, University of Southern California | Munoz, Juan, Chevron Corporation | Cassidy, Steve, Chevron Corporation | Tubbs, Dallas, Chevron Corporation | Ershaghi, Iraj, University of Southern California",2017,"SPE","'machine+learning'"
"Data-Driven Production Forecasting of Unconventional Wells with Apache Spark","SPE-190098-MS","conference-paper","Mohammadmoradi, Peyman, University of Calgary | Moradi, Hessam M., University of Houston | Kantzas, Apostolos, University of Calgary",2018,"SPE","'machine+learning'"
"Permeability Prediction in a Heterogeneous Reservoir Using Soft Computing Technologies","SPE-190078-MS","conference-paper","Zhao, Xiaoxi, University of Southern California | Popa, Andrei, Chevron Corporation | Ershaghi, Iraj, University of Southern California | Aminzadeh, Fred, University of Southern California | Casidy, Steve, Chevron Corporation",2018,"SPE","'machine+learning'"
"Creating Value by Implementing an Integrated Production Surveillance and Optimization System – An Operator's Perspective","SPE-187222-MS","conference-paper","Sankaran, Sathish, Anadarko Petroleum Corporation | Wright, David, Anadarko Petroleum Corporation | Gamblin, Huan, Anadarko Petroleum Corporation | Kumar, Dhilip, iLink Systems",2017,"SPE","'machine+learning'"
"Low frequency extrapolation with deep learning","SEG-2018-2997928","conference-paper","Sun, Hongyu, Massachusetts Institute of Technology | Demanet, Laurent, Massachusetts Institute of Technology",2018,"SEG","'machine+learning'"
"Seismic estimation of reservoir properties with Bayesian evidential analysis","SEG-2018-2998259","conference-paper","Pradhan, Anshuman, Stanford University | Mukerji, Tapan, Stanford University",2018,"SEG","'machine+learning'"
"Deep-convolutional neural networks in prestack seismic: Two exploratory examples","SEG-2018-2998599","conference-paper","Siahkoohi, Ali, School of Computational Science and Engineering, Georgia Institute of Technology | Louboutin, Mathias, School of Computational Science and Engineering, Georgia Institute of Technology | Kumar, Rajiv, School of Earth and Atmospheric Sciences, Georgia Institute of Technology | Herrmann, Felix J., School of Computational Science and Engineering, Georgia Institute of Technology; School of Earth and Atmospheric Sciences, Georgia Institute of Technology",2018,"SEG","'machine+learning'"
"Video:                  Geology Driven EUR Prediction Using Deep Learning","SPE-174799-PT","presentation","Crnkovic-Friis, L., Peltarion Energy | Erlandson, M., Peltarion Energy",2015,"SPE","'machine+learning'"
"Using Data Analytics to Analyze Reservoir Databases","SPE-174900-MS","conference-paper","Lee, Brian B., The University of Texas at Austin | Lake, Larry W., The University of Texas at Austin",2015,"SPE","'machine+learning'"
"Geology Driven EUR Prediction Using Deep Learning","SPE-174799-MS","conference-paper","Crnkovic-Friis, L., Peltarion Energy | Erlandson, M., Peltarion Energy",2015,"SPE","'machine+learning'"
"Convolutional neural network for seismic impedance inversion","SEG-2018-2994378","conference-paper","Das, Vishal, Stanford University | Pollack, Ahinoam, Stanford University | Wollner, Uri, Stanford University | Mukerji, Tapan, Stanford University",2018,"SEG","'machine+learning'"
"An Efficient Probabilistic Assisted History Matching Tool Using Gaussian Processes Proxy Models: Application to Coalbed Methane Reservoir","SPE-191655-MS","conference-paper","Rana, Sachin, The Pennsylvania State University | Ertekin, Turgay, The Pennsylvania State University | King, Gregory R., The Pennsylvania State University",2018,"SPE","'machine+learning'"
"Improved Operation of Subsea Boosting Systems through Advanced Condition Monitoring and Data Analytics","OTC-28736-MS","conference-paper","Johnsrud, Per Christian, Åge Hofstad | Tømmerberg, Kyrre, Aker Solutions | Haaverstad, Marius, Aker Solutions",2018,"OTC","'machine+learning'"
"Time-reversal scatterer detection in 3D media using Kirchhoff back propagation","SEG-2018-2996113","conference-paper","Landa, Evgeny, Tel Aviv University | Sinitsin, Pavel, Tel Aviv University | Shustak, Matan, Tel Aviv University | Reshef, Moshe, Tel Aviv University",2018,"SEG","'machine+learning'"
"Machine-derived seismic interpretation: Real world examples & lessons learned","SEG-2018-3001897","conference-paper","Morris, Matt, Anadarko Petroleum Corporation | Brazell, Seth, Anadarko Petroleum Corporation | Lu, Ping, Anadarko Petroleum Corporation",2018,"SEG","'machine+learning'"
"Video:                  Leveraging Field Intelligence Through Operational Certainty: How Automated Operating Practices Deliver Industry Leading Results","OTC-28767-PT","presentation","Jimenez, Jose A., Emerson Automation Solutions | Zornio, Peter, Emerson",2018,"OTC","'machine+learning'"
"Autoencoder-derived Features as Inputs to Classification Algorithms for Predicting Well Failures","SPE-174015-MS","conference-paper","Liu, Jeremy, ISI USC | Jaiswal, Ayush, USC | Yao, Ke-Thia, ISI USC | Raghavendra, Cauligi S., USC",2015,"SPE","'machine+learning'"
"Neural networks for moment-tensor Inversion of surface microseismic data","SEG-2018-2998626","conference-paper","Binder, Gary, Colorado School of Mines",2018,"SEG","'machine+learning'"
"Seismic facies analysis based on deep encoder clustering","SEG-2018-2997763","conference-paper","Duan, Yanting, Institute of Oil & Gas, Peking University, Beijing, China | Zheng, Xiaodong, Research Institute of Petroleum Exploration & Development, PetroChina, Beijing, China | Hu, Lianlian, Research Institute of Petroleum Exploration & Development, PetroChina, Beijing, China",2018,"SEG","'machine+learning'"
